nodeid	level_1	level_2	level_3	level_4	level_5
873752	Christian Books & Bibles	Christian Denominations & Sects	Messianic Judaism	N/A	N/A
12430	Christian Books & Bibles	Christian Denominations & Sects	Mormonism	N/A	N/A
12436	Christian Books & Bibles	Christian Denominations & Sects	Mormonism	General	N/A
12402	Christian Books & Bibles	Christian Denominations & Sects	Orthodoxy	N/A	N/A
12404	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	N/A	N/A
12408	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Anglican	N/A
12410	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Baptist	N/A
172816	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Book of Common Prayer	N/A
12412	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Calvinist	N/A
12418	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Episcopalian	N/A
297487	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Episcopalian	General
12420	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	General	N/A
12424	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Lutheran	N/A
12428	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Methodist	N/A
12438	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Pentecostal & Charismatic	N/A
12440	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Presbyterian	N/A
12442	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Quaker	N/A
15755481	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Seventh-Day Adventist	N/A
12445	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	Shaker	N/A
7259443011	Christian Books & Bibles	Christian Denominations & Sects	Protestantism	United Church of Christ	N/A
12333	Christian Books & Bibles	Christian Living	N/A	N/A	N/A
297488	Christian Books & Bibles	Christian Living	Business & Professional Growth	N/A	N/A
12376	Christian Books & Bibles	Christian Living	Counseling	N/A	N/A
69721	Christian Books & Bibles	Christian Living	Dating & Relationships	N/A	N/A
7259412011	Christian Books & Bibles	Christian Living	Death & Grief	N/A	N/A
7259413011	Christian Books & Bibles	Christian Living	Devotionals	N/A	N/A
12339	Christian Books & Bibles	Christian Living	Faith	N/A	N/A
7259415011	Christian Books & Bibles	Christian Living	Family	N/A	N/A
12341	Christian Books & Bibles	Christian Living	General	N/A	N/A
12391	Christian Books & Bibles	Christian Living	Holidays	N/A	N/A
12393	Christian Books & Bibles	Christian Living	Holidays	Christmas	N/A
513152	Christian Books & Bibles	Christian Living	Holidays	Christmas	General
12395	Christian Books & Bibles	Christian Living	Holidays	Easter & Lent	N/A
287470	Christian Books & Bibles	Christian Living	Holidays	Easter & Lent	General
12397	Christian Books & Bibles	Christian Living	Holidays	General	N/A
7259416011	Christian Books & Bibles	Christian Living	Inspirational	N/A	N/A
12343	Christian Books & Bibles	Christian Living	Leadership	N/A	N/A
69722	Christian Books & Bibles	Christian Living	Marriage	N/A	N/A
7259417011	Christian Books & Bibles	Christian Living	Men's Issues	N/A	N/A
1799	Christian Books & Bibles	Christian Living	Music	N/A	N/A
332927011	Christian Books & Bibles	Christian Living	Music	Chorale	N/A
4520	Christian Books & Bibles	Christian Living	Music	Contemporary Christian	N/A
1801	Christian Books & Bibles	Christian Living	Music	Gospel	N/A
1802	Christian Books & Bibles	Christian Living	Music	Hymns	N/A
7259419011	Christian Books & Bibles	Christian Living	Personal Growth	N/A	N/A
7288680011	Christian Books & Bibles	Christian Living	Self Help	N/A	N/A
7259420011	Christian Books & Bibles	Christian Living	Social Issues	N/A	N/A
7259421011	Christian Books & Bibles	Christian Living	Spiritual Growth	N/A	N/A
7259422011	Christian Books & Bibles	Christian Living	Spiritual Warfare	N/A	N/A
12345	Christian Books & Bibles	Christian Living	Stewardship	N/A	N/A
3043241	Christian Books & Bibles	Christian Living	Women's Issues	N/A	N/A
12360	Christian Books & Bibles	Churches & Church Leadership	N/A	N/A	N/A
12451	Christian Books & Bibles	Churches & Church Leadership	Canon Law	N/A	N/A
12361	Christian Books & Bibles	Churches & Church Leadership	Church Administration	N/A	N/A
7259425011	Christian Books & Bibles	Churches & Church Leadership	Church Growth	N/A	N/A
12350	Christian Books & Bibles	Churches & Church Leadership	Church History	N/A	N/A
12358	Christian Books & Bibles	Churches & Church Leadership	Church Institutions & Organizations	N/A	N/A
7259426011	Christian Books & Bibles	Churches & Church Leadership	Church Leadership	N/A	N/A
197488011	Christian Books & Bibles	Churches & Church Leadership	Church Materials	N/A	N/A
7259424011	Christian Books & Bibles	Churches & Church Leadership	Clergy	N/A	N/A
171116	Christian Books & Bibles	Churches & Church Leadership	Ecclesiology	N/A	N/A
12362	Christian Books & Bibles	Churches & Church Leadership	General	N/A	N/A
16009711	Christian Books & Bibles	Churches & Church Leadership	Ministry to the Sick & Bereaved	N/A	N/A
7282069011	Christian Books & Bibles	Churches & Church Leadership	Pastoral Resources	N/A	N/A
172800	Christian Books & Bibles	Education	N/A	N/A	N/A
7288553011	Christian Books & Bibles	Education	Adult	N/A	N/A
7288554011	Christian Books & Bibles	Education	Children & Teens	N/A	N/A
12329	Christian Books & Bibles	Education	General	N/A	N/A
7288555011	Christian Books & Bibles	Education	Home Schooling	N/A	N/A
7259428011	Christian Books & Bibles	History	N/A	N/A	N/A
7259405011	Christian Books & Bibles	History	Biblical History & Culture	N/A	N/A
12350	Christian Books & Bibles	History	Church History	N/A	N/A
7259429011	Christian Books & Bibles	History	General	N/A	N/A
7259445011	Christian Books & Bibles	History	Historical Theology	N/A	N/A
172806	Christian Books & Bibles	Literature & Fiction	N/A	N/A	N/A
9059875011	Christian Books & Bibles	Literature & Fiction	African American	N/A	N/A
3559296011	Christian Books & Bibles	Literature & Fiction	Amish & Mennonite	N/A	N/A
68180	Christian Books & Bibles	Literature & Fiction	Biblical Fiction	N/A	N/A
7259430011	Christian Books & Bibles	Literature & Fiction	Classics & Allegories	N/A	N/A
7259431011	Christian Books & Bibles	Literature & Fiction	Collections & Anthologies	N/A	N/A
7259433011	Christian Books & Bibles	Literature & Fiction	Fantasy	N/A	N/A
713636011	Christian Books & Bibles	Literature & Fiction	General	N/A	N/A
7259434011	Christian Books & Bibles	Literature & Fiction	Historical	N/A	N/A
332929011	Christian Books & Bibles	Literature & Fiction	Mystery & Suspense	N/A	N/A
12348	Christian Books & Bibles	Literature & Fiction	Poetry	N/A	N/A
332930011	Christian Books & Bibles	Literature & Fiction	Romance	N/A	N/A
7259436011	Christian Books & Bibles	Literature & Fiction	Romance	Amish	N/A
7259437011	Christian Books & Bibles	Literature & Fiction	Romance	Contemporary	N/A
7259438011	Christian Books & Bibles	Literature & Fiction	Romance	General	N/A
7259439011	Christian Books & Bibles	Literature & Fiction	Romance	Historical	N/A
7259440011	Christian Books & Bibles	Literature & Fiction	Romance	Mystery & Suspense	N/A
7259441011	Christian Books & Bibles	Literature & Fiction	Romance	Western & Frontier	N/A
332928011	Christian Books & Bibles	Literature & Fiction	Science Fiction	N/A	N/A
7259435011	Christian Books & Bibles	Literature & Fiction	Westerns	N/A	N/A
12380	Christian Books & Bibles	Ministry & Evangelism	N/A	N/A	N/A
12364	Christian Books & Bibles	Ministry & Evangelism	Adult Ministry	N/A	N/A
7282066011	Christian Books & Bibles	Ministry & Evangelism	Children's Ministry	N/A	N/A
12366	Christian Books & Bibles	Ministry & Evangelism	Counseling & Recovery	N/A	N/A
12335	Christian Books & Bibles	Ministry & Evangelism	Discipleship	N/A	N/A
12382	Christian Books & Bibles	Ministry & Evangelism	Evangelism	N/A	N/A
7282073011	Christian Books & Bibles	Ministry & Evangelism	General	N/A	N/A
12384	Christian Books & Bibles	Ministry & Evangelism	Missions & Missionary Work	N/A	N/A
12368	Christian Books & Bibles	Ministry & Evangelism	Preaching	N/A	N/A
12370	Christian Books & Bibles	Ministry & Evangelism	Sermons	N/A	N/A
12374	Christian Books & Bibles	Ministry & Evangelism	Youth Ministry	N/A	N/A
12404	Christian Books & Bibles	Protestantism	N/A	N/A	N/A
12408	Christian Books & Bibles	Protestantism	Anglican	N/A	N/A
12410	Christian Books & Bibles	Protestantism	Baptist	N/A	N/A
172816	Christian Books & Bibles	Protestantism	Book of Common Prayer	N/A	N/A
12412	Christian Books & Bibles	Protestantism	Calvinist	N/A	N/A
12418	Christian Books & Bibles	Protestantism	Episcopalian	N/A	N/A
297487	Christian Books & Bibles	Protestantism	Episcopalian	General	N/A
12420	Christian Books & Bibles	Protestantism	General	N/A	N/A
12424	Christian Books & Bibles	Protestantism	Lutheran	N/A	N/A
12428	Christian Books & Bibles	Protestantism	Methodist	N/A	N/A
12438	Christian Books & Bibles	Protestantism	Pentecostal & Charismatic	N/A	N/A
12440	Christian Books & Bibles	Protestantism	Presbyterian	N/A	N/A
12442	Christian Books & Bibles	Protestantism	Quaker	N/A	N/A
15755481	Christian Books & Bibles	Protestantism	Seventh-Day Adventist	N/A	N/A
12445	Christian Books & Bibles	Protestantism	Shaker	N/A	N/A
7259443011	Christian Books & Bibles	Protestantism	United Church of Christ	N/A	N/A
332930011	Christian Books & Bibles	Romance	N/A	N/A	N/A
7259436011	Christian Books & Bibles	Romance	Amish	N/A	N/A
7259437011	Christian Books & Bibles	Romance	Contemporary	N/A	N/A
7259438011	Christian Books & Bibles	Romance	General	N/A	N/A
7259439011	Christian Books & Bibles	Romance	Historical	N/A	N/A
7259440011	Christian Books & Bibles	Romance	Mystery & Suspense	N/A	N/A
7259441011	Christian Books & Bibles	Romance	Western & Frontier	N/A	N/A
12449	Christian Books & Bibles	Theology	N/A	N/A	N/A
297489	Christian Books & Bibles	Theology	Angelology & Demonology	N/A	N/A
7259444011	Christian Books & Bibles	Theology	Anthropology	N/A	N/A
172811	Christian Books & Bibles	Theology	Apologetics	N/A	N/A
297490	Christian Books & Bibles	Theology	Christology	N/A	N/A
172814	Christian Books & Bibles	Theology	Creationism	N/A	N/A
171116	Christian Books & Bibles	Theology	Ecclesiology	N/A	N/A
12456	Christian Books & Bibles	Theology	Ecumenism	N/A	N/A
172812	Christian Books & Bibles	Theology	Eschatology	N/A	N/A
15755491	Christian Books & Bibles	Theology	Ethics	N/A	N/A
12387	Christian Books & Bibles	Theology	Fundamentalism	N/A	N/A
12458	Christian Books & Bibles	Theology	General	N/A	N/A
172804	Christian Books & Bibles	Theology	Gnosticism	N/A	N/A
7259445011	Christian Books & Bibles	Theology	Historical	N/A	N/A
7259446011	Christian Books & Bibles	Theology	Liberation	N/A	N/A
16009771	Christian Books & Bibles	Theology	Mysticism	N/A	N/A
297491	Christian Books & Bibles	Theology	Pneumatology	N/A	N/A
7259447011	Christian Books & Bibles	Theology	Process	N/A	N/A
171117	Christian Books & Bibles	Theology	Salvation Theory	N/A	N/A
15755501	Christian Books & Bibles	Theology	Systematic	N/A	N/A
12465	Christian Books & Bibles	Worship & Devotion	N/A	N/A	N/A
172816	Christian Books & Bibles	Worship & Devotion	Book of Common Prayer	N/A	N/A
12452	Christian Books & Bibles	Worship & Devotion	Catechisms	N/A	N/A
7259413011	Christian Books & Bibles	Worship & Devotion	Devotionals	N/A	N/A
16009651	Christian Books & Bibles	Worship & Devotion	General	N/A	N/A
172817	Christian Books & Bibles	Worship & Devotion	Hymns & Hymnals	N/A	N/A
16244321	Christian Books & Bibles	Worship & Devotion	Monasticism & Asceticism	N/A	N/A
12438	Christian Books & Bibles	Worship & Devotion	Pentecostal & Charismatic	N/A	N/A
12470	Christian Books & Bibles	Worship & Devotion	Prayerbooks	N/A	N/A
16233651	Christian Books & Bibles	Worship & Devotion	Rites & Ceremonies	N/A	N/A
16009781	Christian Books & Bibles	Worship & Devotion	Sacraments	N/A	N/A
4366	Comics & Graphic Novels	N/A	N/A	N/A	N/A
7421474011	Comics & Graphic Novels	Action & Adventure Manga	N/A	N/A	N/A
7421482011	Comics & Graphic Novels	Art of Comics and Manga	N/A	N/A	N/A
7422603011	Comics & Graphic Novels	Biographies & History Graphic Novels	N/A	N/A	N/A
8883933011	Comics & Graphic Novels	Biographies & History Graphic Novels	Biographies	N/A	N/A
8883934011	Comics & Graphic Novels	Biographies & History Graphic Novels	History	N/A	N/A
4375	Comics & Graphic Novels	Comic Strips	N/A	N/A	N/A
3825111	Comics & Graphic Novels	Fantasy Graphic Novels	N/A	N/A	N/A
4390	Comics & Graphic Novels	Graphic Novels	N/A	N/A	N/A
10075825011	Comics & Graphic Novels	Graphic Novels	Adaptations	N/A	N/A
7421464011	Comics & Graphic Novels	Graphic Novels	Anthologies	N/A	N/A
7422603011	Comics & Graphic Novels	Graphic Novels	Biographies & History	N/A	N/A
8883933011	Comics & Graphic Novels	Graphic Novels	Biographies & History	Biographies	N/A
8883934011	Comics & Graphic Novels	Graphic Novels	Biographies & History	History	N/A
7421465011	Comics & Graphic Novels	Graphic Novels	Contemporary Women	N/A	N/A
11764637011	Comics & Graphic Novels	Graphic Novels	Dystopian	N/A	N/A
7421468011	Comics & Graphic Novels	Graphic Novels	Educational & Nonfiction	N/A	N/A
8883935011	Comics & Graphic Novels	Graphic Novels	Educational & Nonfiction	Educational	N/A
8883936011	Comics & Graphic Novels	Graphic Novels	Educational & Nonfiction	Nonfiction	N/A
7406071011	Comics & Graphic Novels	Graphic Novels	Erotica	N/A	N/A
3825111	Comics & Graphic Novels	Graphic Novels	Fantasy	N/A	N/A
7421466011	Comics & Graphic Novels	Graphic Novels	Gay & Lesbian	N/A	N/A
7422605011	Comics & Graphic Novels	Graphic Novels	Historical & Biographical Fiction	N/A	N/A
4392	Comics & Graphic Novels	Graphic Novels	Horror	N/A	N/A
7421467011	Comics & Graphic Novels	Graphic Novels	Literary	N/A	N/A
7421472011	Comics & Graphic Novels	Graphic Novels	Media Tie-In	N/A	N/A
4393	Comics & Graphic Novels	Graphic Novels	Mystery	N/A	N/A
7421469011	Comics & Graphic Novels	Graphic Novels	Religion & Spirituality	N/A	N/A
7421471011	Comics & Graphic Novels	Graphic Novels	Romance	N/A	N/A
4394	Comics & Graphic Novels	Graphic Novels	Science Fiction	N/A	N/A
3825121	Comics & Graphic Novels	Graphic Novels	Superheroes	N/A	N/A
7421473011	Comics & Graphic Novels	Graphic Novels	Zombies	N/A	N/A
4395	Comics & Graphic Novels	History & Price Guides	N/A	N/A	N/A
1839	Comics & Graphic Novels	How To Create Comics & Manga	N/A	N/A	N/A
14292115011	Comics & Graphic Novels	How To Create Comics & Manga	Anime & Cartoons	N/A	N/A
14292116011	Comics & Graphic Novels	How To Create Comics & Manga	Comics	N/A	N/A
14292117011	Comics & Graphic Novels	How To Create Comics & Manga	General	N/A	N/A
14292118011	Comics & Graphic Novels	How To Create Comics & Manga	Manga	N/A	N/A
4367	Comics & Graphic Novels	Manga	N/A	N/A	N/A
7421474011	Comics & Graphic Novels	Manga	Action & Adventure	N/A	N/A
11764638011	Comics & Graphic Novels	Manga	Dystopian	N/A	N/A
7421477011	Comics & Graphic Novels	Manga	Educational & Nonfiction	N/A	N/A
7406072011	Comics & Graphic Novels	Manga	Erotica	N/A	N/A
13436171	Comics & Graphic Novels	Manga	Fantasy	N/A	N/A
13421141	Comics & Graphic Novels	Manga	General	N/A	N/A
7421476011	Comics & Graphic Novels	Manga	Historical Fiction	N/A	N/A
13436181	Comics & Graphic Novels	Manga	Horror	N/A	N/A
7421481011	Comics & Graphic Novels	Manga	Media Tie-In	N/A	N/A
13436191	Comics & Graphic Novels	Manga	Mystery	N/A	N/A
7421478011	Comics & Graphic Novels	Manga	Religion & Spirituality	N/A	N/A
7421479011	Comics & Graphic Novels	Manga	Romance	N/A	N/A
13436201	Comics & Graphic Novels	Manga	Science Fiction	N/A	N/A
7421480011	Comics & Graphic Novels	Manga	Sports	N/A	N/A
302952011	Comics & Graphic Novels	Manga	Yaoi, Gay & Lesbian	N/A	N/A
8953370011	Comics & Graphic Novels	Manga	Yaoi, Gay & Lesbian	LGBT	N/A
8953371011	Comics & Graphic Novels	Manga	Yaoi, Gay & Lesbian	Yaoi	N/A
7421472011	Comics & Graphic Novels	Media Tie-In Graphic Novels	N/A	N/A	N/A
7421479011	Comics & Graphic Novels	Romance Manga	N/A	N/A	N/A
4394	Comics & Graphic Novels	Science Fiction Graphic Novels	N/A	N/A	N/A
3825121	Comics & Graphic Novels	Superheroes	N/A	N/A	N/A
5	Computers & Technology	N/A	N/A	N/A	N/A
549726	Computers & Technology	Business Technology	N/A	N/A	N/A
886498	Computers & Technology	Business Technology	Computer & Technology Industry	N/A	N/A
10806574011	Computers & Technology	Business Technology	Management Information Systems	N/A	N/A
4064	Computers & Technology	Business Technology	Microsoft Project	N/A	N/A
6133991011	Computers & Technology	Business Technology	Search Engine Optimization	N/A	N/A
6133983011	Computers & Technology	Business Technology	SharePoint	N/A	N/A
6133993011	Computers & Technology	Business Technology	Social Media for Business	N/A	N/A
10806575011	Computers & Technology	Business Technology	Software	N/A	N/A
10806628011	Computers & Technology	Business Technology	Software	Enterprise Applications	N/A
10806629011	Computers & Technology	Business Technology	Software	Enterprise Applications	Business Intelligence Tools
10806630011	Computers & Technology	Business Technology	Software	Enterprise Applications	Collaboration Software
10806631011	Computers & Technology	Business Technology	Software	Enterprise Applications	General
10806632011	Computers & Technology	Business Technology	Software	Presentation Software	N/A
10806633011	Computers & Technology	Business Technology	Software	Project Management Software	N/A
10806634011	Computers & Technology	Business Technology	Software	Spreadsheets	N/A
3563	Computers & Technology	Business Technology	Web Marketing	N/A	N/A
6133984011	Computers & Technology	Business Technology	Windows Server	N/A	N/A
3448	Computers & Technology	Certification	N/A	N/A	N/A
10806576011	Computers & Technology	Certification	Adobe	N/A	N/A
10806578011	Computers & Technology	Certification	Apple	N/A	N/A
10806580011	Computers & Technology	Certification	Autodesk	N/A	N/A
379347011	Computers & Technology	Certification	Cisco	N/A	N/A
10806582011	Computers & Technology	Certification	General	N/A	N/A
285860	Computers & Technology	Certification	Linux	N/A	N/A
10806583011	Computers & Technology	Certification	Oracle	N/A	N/A
10806585011	Computers & Technology	Certification	Security	N/A	N/A
3508	Computers & Technology	Computer Science	N/A	N/A	N/A
3887	Computers & Technology	Computer Science	AI & Machine Learning	N/A	N/A
132552011	Computers & Technology	Computer Science	AI & Machine Learning	Computer Vision & Pattern Recognition	N/A
3890	Computers & Technology	Computer Science	AI & Machine Learning	Expert Systems	N/A
280291	Computers & Technology	Computer Science	AI & Machine Learning	Intelligence & Semantics	N/A
280292	Computers & Technology	Computer Science	AI & Machine Learning	Machine Theory	N/A
271581011	Computers & Technology	Computer Science	AI & Machine Learning	Natural Language Processing	N/A
3896	Computers & Technology	Computer Science	AI & Machine Learning	Neural Networks	N/A
760204	Computers & Technology	Computer Science	Bioinformatics	N/A	N/A
132559011	Computers & Technology	Computer Science	Computer Simulation	N/A	N/A
107196011	Computers & Technology	Computer Science	Cybernetics	N/A	N/A
132574011	Computers & Technology	Computer Science	Human-Computer Interaction	N/A	N/A
107197011	Computers & Technology	Computer Science	Information Theory	N/A	N/A
3897	Computers & Technology	Computer Science	Robotics	N/A	N/A
602672	Computers & Technology	Computer Science	Systems Analysis & Design	N/A	N/A
549646	Computers & Technology	Databases & Big Data	N/A	N/A	N/A
6133985011	Computers & Technology	Databases & Big Data	Access	N/A	N/A
3654	Computers & Technology	Databases & Big Data	Data Mining	N/A	N/A
379382011	Computers & Technology	Databases & Big Data	Data Modeling & Design	N/A	N/A
10806588011	Computers & Technology	Databases & Big Data	Data Processing	N/A	N/A
3655	Computers & Technology	Databases & Big Data	Data Warehousing	N/A	N/A
657764	Computers & Technology	Databases & Big Data	General	N/A	N/A
6133986011	Computers & Technology	Databases & Big Data	MySQL	N/A	N/A
4092	Computers & Technology	Databases & Big Data	Oracle	N/A	N/A
3789	Computers & Technology	Databases & Big Data	Relational Databases	N/A	N/A
3804	Computers & Technology	Databases & Big Data	SQL	N/A	N/A
6133988011	Computers & Technology	Digital Audio, Video & Photography	N/A	N/A	N/A
6133990011	Computers & Technology	Digital Audio, Video & Photography	Adobe	N/A	N/A
377550011	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe After Effects	N/A
172400	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe Dreamweaver	N/A
295228	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe Fireworks	N/A
295229	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe Flash	N/A
4095	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe FrameMaker	N/A
4140	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe Illustrator	N/A
295224	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe InDesign	N/A
3527	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe Photoshop	N/A
377555011	Computers & Technology	Digital Audio, Video & Photography	Adobe	Adobe Premiere	N/A
10806589011	Computers & Technology	Digital Audio, Video & Photography	Digital Audio Production	N/A	N/A
3825141	Computers & Technology	Digital Audio, Video & Photography	Digital Photography	N/A	N/A
10806590011	Computers & Technology	Digital Audio, Video & Photography	General	N/A	N/A
10806591011	Computers & Technology	Digital Audio, Video & Photography	Speech & Audio Processing	N/A	N/A
377548011	Computers & Technology	Digital Audio, Video & Photography	Video Production	N/A	N/A
87	Computers & Technology	Games & Strategy Guides	N/A	N/A	N/A
10806593011	Computers & Technology	Games & Strategy Guides	Game Design	N/A	N/A
15375251	Computers & Technology	Games & Strategy Guides	Game Programming	N/A	N/A
713173011	Computers & Technology	Games & Strategy Guides	General	N/A	N/A
8626717011	Computers & Technology	Games & Strategy Guides	Minecraft	N/A	N/A
10806595011	Computers & Technology	Games & Strategy Guides	Pokemon	N/A	N/A
3429	Computers & Technology	Games & Strategy Guides	Strategy Guides	N/A	N/A
657762	Computers & Technology	General	N/A	N/A	N/A
4134	Computers & Technology	Graphics & Design	N/A	N/A	N/A
4135	Computers & Technology	Graphics & Design	3D Graphics	N/A	N/A
10806600011	Computers & Technology	Graphics & Design	3D Printing	N/A	N/A
6133990011	Computers & Technology	Graphics & Design	Adobe	N/A	N/A
377550011	Computers & Technology	Graphics & Design	Adobe	Adobe After Effects	N/A
172400	Computers & Technology	Graphics & Design	Adobe	Adobe Dreamweaver	N/A
295228	Computers & Technology	Graphics & Design	Adobe	Adobe Fireworks	N/A
295229	Computers & Technology	Graphics & Design	Adobe	Adobe Flash	N/A
4095	Computers & Technology	Graphics & Design	Adobe	Adobe FrameMaker	N/A
4140	Computers & Technology	Graphics & Design	Adobe	Adobe Illustrator	N/A
295224	Computers & Technology	Graphics & Design	Adobe	Adobe InDesign	N/A
3527	Computers & Technology	Graphics & Design	Adobe	Adobe Photoshop	N/A
377555011	Computers & Technology	Graphics & Design	Adobe	Adobe Premiere	N/A
4075	Computers & Technology	Graphics & Design	CAD	N/A	N/A
10806598011	Computers & Technology	Graphics & Design	CAD	AutoCAD	N/A
3939	Computers & Technology	Graphics & Design	CAD	Solidworks	N/A
227543	Computers & Technology	Graphics & Design	Computer Modelling	N/A	N/A
4075	Computers & Technology	Graphics & Design	Computer Modelling	CAD & CAM	N/A
10806598011	Computers & Technology	Graphics & Design	Computer Modelling	CAD & CAM	AutoCAD
3939	Computers & Technology	Graphics & Design	Computer Modelling	CAD & CAM	Solidworks
13680	Computers & Technology	Graphics & Design	Computer Modelling	Holography	N/A
13682	Computers & Technology	Graphics & Design	Computer Modelling	Imaging Systems	N/A
13684	Computers & Technology	Graphics & Design	Computer Modelling	Remote Sensing & GIS	N/A
4094	Computers & Technology	Graphics & Design	Desktop Publishing	N/A	N/A
4097	Computers & Technology	Graphics & Design	Electronic Documents	N/A	N/A
3564982011	Computers & Technology	Graphics & Design	General	N/A	N/A
3937	Computers & Technology	Graphics & Design	Rendering & Ray Tracing	N/A	N/A
4033	Computers & Technology	Graphics & Design	User Experience & Usability	N/A	N/A
549652	Computers & Technology	Hardware & DIY	N/A	N/A	N/A
10806600011	Computers & Technology	Hardware & DIY	3D Printing	N/A	N/A
132555011	Computers & Technology	Hardware & DIY	Design & Architecture	N/A	N/A
720028	Computers & Technology	Hardware & DIY	General	N/A	N/A
379365011	Computers & Technology	Hardware & DIY	Internet & Networking	N/A	N/A
3829	Computers & Technology	Hardware & DIY	Mainframes & Minicomputers	N/A	N/A
3830	Computers & Technology	Hardware & DIY	Maintenance, Repair & Upgrading	N/A	N/A
3723	Computers & Technology	Hardware & DIY	Microprocessors & System Design	N/A	N/A
3726	Computers & Technology	Hardware & DIY	Microprocessors & System Design	Computer Design	N/A
3727	Computers & Technology	Hardware & DIY	Microprocessors & System Design	Control Systems	N/A
3728	Computers & Technology	Hardware & DIY	Microprocessors & System Design	DSPs	N/A
3730	Computers & Technology	Hardware & DIY	Microprocessors & System Design	Embedded Systems	N/A
3731	Computers & Technology	Hardware & DIY	Microprocessors & System Design	General	N/A
3733	Computers & Technology	Hardware & DIY	Microprocessors & System Design	Microprocessor Design	N/A
3738	Computers & Technology	Hardware & DIY	Microprocessors & System Design	PIC Microcontroller	N/A
541652	Computers & Technology	Hardware & DIY	Peripherals	N/A	N/A
10806602011	Computers & Technology	Hardware & DIY	Personal Computers	N/A	N/A
10806603011	Computers & Technology	Hardware & DIY	Personal Computers	General	N/A
69773	Computers & Technology	Hardware & DIY	Personal Computers	Macs	N/A
69774	Computers & Technology	Hardware & DIY	Personal Computers	PCs	N/A
3897	Computers & Technology	Hardware & DIY	Robotics	N/A	N/A
10806604011	Computers & Technology	Hardware & DIY	Single Board Computers	N/A	N/A
10806606011	Computers & Technology	History & Culture	N/A	N/A	N/A
3570	Computers & Technology	History & Culture	Computer & Internet Law	N/A	N/A
10806607011	Computers & Technology	History & Culture	Digital Currencies	N/A	N/A
3573	Computers & Technology	History & Culture	History	N/A	N/A
69766	Computers & Technology	Internet & Social Media	N/A	N/A	N/A
15375281	Computers & Technology	Internet & Social Media	Blogging & Blogs	N/A	N/A
379367011	Computers & Technology	Internet & Social Media	E-Commerce	N/A	N/A
713178011	Computers & Technology	Internet & Social Media	General	N/A	N/A
3648	Computers & Technology	Internet & Social Media	Hacking	N/A	N/A
69771	Computers & Technology	Internet & Social Media	Online Searching	N/A	N/A
11006481011	Computers & Technology	Internet & Social Media	Podcasts & Webcasts	N/A	N/A
6133991011	Computers & Technology	Internet & Social Media	Search Engine Optimization	N/A	N/A
6133992011	Computers & Technology	Internet & Social Media	Social Media	N/A	N/A
6133993011	Computers & Technology	Internet & Social Media	Social Media for Business	N/A	N/A
69769	Computers & Technology	Internet & Social Media	Web Browsers	N/A	N/A
3563	Computers & Technology	Internet & Social Media	Web Marketing	N/A	N/A
377557011	Computers & Technology	Mobile Phones, Tablets & E-Readers	N/A	N/A	N/A
6133994011	Computers & Technology	Mobile Phones, Tablets & E-Readers	Android	N/A	N/A
6133996011	Computers & Technology	Mobile Phones, Tablets & E-Readers	E-Readers	N/A	N/A
6133995011	Computers & Technology	Mobile Phones, Tablets & E-Readers	General	N/A	N/A
3833	Computers & Technology	Mobile Phones, Tablets & E-Readers	Handheld & Mobile Devices	N/A	N/A
6133977011	Computers & Technology	Mobile Phones, Tablets & E-Readers	iPad	N/A	N/A
6133978011	Computers & Technology	Mobile Phones, Tablets & E-Readers	iPhone	N/A	N/A
377559011	Computers & Technology	Mobile Phones, Tablets & E-Readers	Programming & App Development	N/A	N/A
10806611011	Computers & Technology	Mobile Phones, Tablets & E-Readers	Tablets	N/A	N/A
3652	Computers & Technology	Networking & Cloud Computing	N/A	N/A	N/A
10806612011	Computers & Technology	Networking & Cloud Computing	Cloud Computing	N/A	N/A
3666	Computers & Technology	Networking & Cloud Computing	Data in the Enterprise	N/A	N/A
3674	Computers & Technology	Networking & Cloud Computing	Data in the Enterprise	Electronic Data Interchange (EDI)	N/A
271579011	Computers & Technology	Networking & Cloud Computing	Data in the Enterprise	General	N/A
